Token,PRT
alcibiades,1.009761858
lycia,1.009763647
lentulus,1.009767213
diffundo,1.009793514
uro,1.009806954
messala,1.009809314
crinis,1.00982046
occupo,1.009831692
padus,1.009835462
frenum,1.00983734
uerecundia,1.00986318
condo,1.009868467
duco,1.009877253
alo,1.009883913
porcius,1.009889019
ratis,1.009889397
mucius,1.009893615
argiuus,1.009897425
ramus,1.009897517
somnus,1.009898325
uolucris,1.009912386
ardeo,1.009927969
resoluo,1.009958502
minax,1.009964604
porrigo,1.009966181
blandus,1.009968673
catena,1.00997702
purpureus,1.009988387
includo,1.009992821
artus,1.010028684
flagro,1.01003257
iocus,1.010035437
delphicus,1.010045395
tirynthius,1.010045963
attollo,1.010057866
conscius,1.010059968
resono,1.010077749
ductor,1.010095174
antrum,1.010097585
naufragium,1.010102018
sidus,1.010105151
loquax,1.010105979
memphis,1.010107329
labor,1.010119025
strido,1.010120349
fera,1.010128449
arma,1.010156032
latinus,1.010157997
cedo,1.010158666
primus,1.010167621
remoueo,1.010179461
sucus,1.010210488
attalus,1.01021777
ignauus,1.010224008
cacumen,1.010226261
infestus,1.010242449
feruor,1.010243287
uictus,1.010246553
congero,1.010253346
carmen,1.010255473
solus,1.010260035
nemus,1.010283284
nuto,1.010283404
ludo,1.010321231
pondus,1.01032319
aura,1.010324508
partim,1.010350402
sulcus,1.010355217
urgeo,1.0103617
cilicia,1.010371426
fremitus,1.01037277
supero,1.010379202
hebrus,1.01038786
imber,1.010392878
alpis,1.010398108
uexillum,1.010401119
horreo,1.010402524
altus,1.010403669
ueneno,1.010408264
sentio,1.010421707
maturus,1.01043557
inuito,1.010442191
teneo,1.010444681
iuppiter,1.010453659
miror,1.010462368
remitto,1.010475239
obicio,1.010485946
pharius,1.010495245
marius,1.010496108
roseus,1.010508563
aiax,1.010509176
connubium,1.010513429
nitidus,1.010517561
troianus,1.010524027
inuoluo,1.010571897
uates,1.010575688
aristoteles,1.010583211
tanais,1.01058448
strepitus,1.010587988
totus,1.01059307
nouus,1.010596351
resto,1.010607273
ferrum,1.010608124
onero,1.010645876
uectigal,1.01064775
sinus,1.010655769
canorus,1.010664552
gemino,1.010668537
threicius,1.01067258
madeo,1.010674986
curuus,1.010683216
supersum,1.010683822
auarus,1.010687575
quarta,1.010708171
uagus,1.010708667
andromeda,1.01071273
phaethon,1.010719652
carthaginiensis,1.010727499
alueus,1.010731911
pompilius,1.010737593
discedo,1.010750783
iacio,1.01075931
praetereo,1.010763072
inuictus,1.010774123
hannibal,1.010781695
rarus,1.010784355
suboles,1.010794755
citro,1.010807404
mithridates,1.010818924
uireo,1.010825315
labrum,1.010828801
tempestas,1.010847056
feritas,1.010851031
asiaticus,1.010854498
diuido,1.010855269
hesperia,1.010865471
rideo,1.010876319
mycenae,1.010878685
fortuna,1.010887138
amitto,1.010888279
flumen,1.010890999
fuluius,1.010892123
inuideo,1.010908398
apollo,1.010929698
achaei,1.010932189
flos,1.010945446
adsuesco,1.010947731
stuprum,1.010966934
ater,1.010974385
figo,1.010976698
queror,1.010978864
pallas,1.010979266
limes,1.010994985
phoebeus,1.010995724
pronus,1.011011241
obscurus,1.011014908
bellona,1.01101611
linquo,1.011018522
celer,1.011024649
madidus,1.01103415
erigo,1.011035199
uilis,1.011035733
poples,1.01103615
cubile,1.011037065
deicio,1.011037195
uulgus,1.011054912
offendo,1.011057883
tethys,1.011061894
fabricius,1.011062862
nutrix,1.011076679
laeua,1.01107872
fragor,1.01108132
armenia,1.011081802
capitolinus,1.011086961
democritus,1.011104769
uiolentia,1.011121364
manlius,1.011129285
tueor,1.011132286
soloecismus,1.011137013
tagus,1.011138445
nascor,1.011138752
ingens,1.011141809
uultus,1.011146283
funus,1.011157308
creta,1.011158063
reuoco,1.011163782
uitium,1.01116849
edo,1.011173767
minerua,1.011178194
pythius,1.011185537
uiginti,1.011186421
aggredior,1.011207861
conuiuium,1.011216192
mitis,1.011236238
defigo,1.01123647
redeo,1.011245827
inanis,1.011260808
cano,1.011261132
auernus,1.01127579
illyricum,1.011287122
uicina,1.011292277
auide,1.011295764
pannonia,1.011295931
pasco,1.011303404
aduerto,1.011308624
insula,1.011310416
coeo,1.011319648
macedonicus,1.011322092
fingo,1.011325063
canopus,1.011326081
fugio,1.011331922
caleo,1.011344578
trepidus,1.011345258
inuado,1.011348101
differo,1.011355669
thraces,1.011393072
certus,1.0114127
graii,1.011415562
uito,1.011427028
posco,1.011430379
spargo,1.011432627
uibro,1.011441564
neruus,1.011444583
tento,1.011447093
monstrum,1.011449559
cappadoces,1.011451327
gesto,1.011466162
sterno,1.01146676
cohibeo,1.011473118
fallo,1.011476733
proserpina,1.011479729
iuuentus,1.011486818
fluuius,1.011499179
hostilis,1.011499945
curro,1.011507809
harundo,1.011511139
spiro,1.011514518
campania,1.011527457
nerua,1.011535788
gradiuus,1.011536286
hospes,1.011548967
sollicito,1.011560837
obscenus,1.011562397
thetis,1.011563271
nex,1.011572368
camena,1.01158188
apis,1.011586044
habena,1.011591998
cytherea,1.011598362
claudo,1.011609223
rabidus,1.011617481
adueho,1.011628951
nubila,1.01162919
neptunus,1.011631025
crista,1.011632855
urna,1.01164363
collum,1.011647364
aegyptii,1.0116534
niteo,1.011660495
cruentus,1.011667706
metus,1.011675389
euenio,1.01168076
uerso,1.01168319
intrepidus,1.011689741
taeda,1.011697465
paro,1.011699848
rhodii,1.011700228
suspirium,1.011710419
pergama,1.01171848
scopulus,1.011728176
iulus,1.011732191
nitor,1.011738809
inuitus,1.011756268
parua,1.011756699
uapor,1.011772617
delia,1.011793948
duo,1.01180193
uolumen,1.011811457
cieo,1.011828269
crudelitas,1.011844202
uiolens,1.011862163
securus,1.011862992
turbo,1.01186941
exsanguis,1.011877971
ictus,1.011882291
subigo,1.011884178
classis,1.011905197
uinetum,1.011905281
nestor,1.011915628
ortus,1.01191707
fatigo,1.01192798
conualesco,1.011931619
pudeo,1.011932105
uelocitas,1.011949183
pinna,1.011950176
xanthus,1.011961056
pelion,1.01197033
immemor,1.011976176
plaustrum,1.011988335
ensis,1.011999892
afer,1.012004345
simulo,1.012009501
inualidus,1.012018896
pecus,1.012020934
eripio,1.012023422
humerus,1.012035647
riuus,1.012042663
letum,1.012042883
fidus,1.012049228
uacuus,1.012050632
aetherius,1.012057994
hasta,1.012073334
diuortium,1.012081809
cresco,1.012083435
uehementer,1.012090412
ptolemaeus,1.012090896
doceo,1.012116312
supinus,1.012122769
fruor,1.012125434
pinguis,1.012139876
gaudeo,1.012151893
sileo,1.012153854
centum,1.01215932
erro,1.012159845
gemo,1.012161218
desinus,1.012162196
auaritia,1.012163625
solor,1.012168854
relinquo,1.012184444
tarentinus,1.012189543
obsto,1.012192601
sertum,1.012193413
fas,1.012193869
sequor,1.012194203
tutus,1.012198895
limen,1.012200076
iners,1.012218019
expello,1.012239735
caucasus,1.012243673
prosum,1.012258253
superus,1.012262741
uehiculum,1.012263913
pello,1.012277228
antigonus,1.012282166
caesareus,1.012282303
hellespontus,1.012284841
aduento,1.012289033
syracusani,1.012290383
barbarus,1.012290418
uerto,1.012296903
cleopatra,1.012299497
exuuiae,1.012308101
redigo,1.012317264
rego,1.012327502
careo,1.01232796
fecundus,1.012331884
pars,1.012337822
tremo,1.012340761
theatrum,1.012341241
struo,1.012354121
fabius,1.012364462
praecordia,1.012368664
laedo,1.012370868
luctus,1.012374717
demens,1.012377751
uincio,1.012378285
refulgeo,1.012382684
uerres,1.012387119
pellis,1.012400344
tenuis,1.012402211
noceo,1.01242195
uirgo,1.012425167
bellum,1.012428313
satio,1.012430288
breuiter,1.012431325
arabes,1.012436267
oceanus,1.012445341
utor,1.012445968
pueritia,1.012446704
pons,1.012452301
sal,1.012452822
parca,1.01245627
marsi,1.012464039
anser,1.012467803
uer,1.012470659
delubrum,1.012472929
thalamus,1.012473804
minucius,1.012489194
libyes,1.01249349
tacitus,1.012494467
thermopylae,1.012502563
uoluntarius,1.012502784
audeo,1.012502964
spectaculum,1.012513604
maneo,1.012515646
lambo,1.012517347
horatius,1.012528404
inuisus,1.012530169
stagnum,1.012532409
herba,1.012539734
amicus,1.012540363
annuus,1.012542535
meroe,1.012559551
magnus,1.012600124
praefero,1.012623162
deuinco,1.012626179
iuuenta,1.012630926
helenus,1.012645429
dis,1.012654183
aspicus,1.012655923
curius,1.012661483
decerpo,1.012666354
crus,1.012667483
cura,1.012669806
socer,1.012681857
cerno,1.012692091
uenia,1.012697277
messis,1.012701867
parthicus,1.012714078
fucus,1.012735022
uirilis,1.012736709
pratum,1.012738647
fraternus,1.012761917
duro,1.012771443
gramen,1.012784029
spiculum,1.012786389
tartarus,1.01280923
impunis,1.012814593
hyrcani,1.012819168
actiacus,1.012821826
postumius,1.012823646
uocabulum,1.012846703
disco,1.012847089
ccc,1.012869013
tres,1.01286973
maro,1.012875007
occurro,1.012879069
animus,1.012880721
sabini,1.012887249
caedes,1.012895634
eridanus,1.012902589
marcius,1.012911998
anxius,1.012915414
stipulatio,1.012915751
clamor,1.012920524
cumulus,1.012930009
mater,1.012932127
crudelis,1.012955429
aonius,1.012957998
confinium,1.012967674
puto,1.012968384
tendo,1.012970439
fulgor,1.012970815
accido,1.012971414
adsum,1.012971417
reuello,1.012972822
supplex,1.012974371
uergo,1.0129761
noto,1.012990873
adulterium,1.01299318
charybdis,1.013000719
peritus,1.01300279
demitto,1.013014997
cyprius,1.013015117
thalia,1.013016503
queo,1.013017853
sinister,1.013024168
puerilis,1.013037718
maeror,1.013038625
athos,1.013039148
armo,1.013041713
moles,1.013046081
amor,1.013052463
byzantium,1.013055143
ternus,1.013060267
filum,1.013079142
glacio,1.013088184
niger,1.013091956
hyperboreus,1.013097892
iuno,1.013100207
strepo,1.013102046
decipio,1.013104526
saeuitia,1.013105451
dacus,1.013105468
pendeo,1.013107282
priuatim,1.013116218
umbrosus,1.013126767
praebeo,1.013135368
mano,1.013136607
bustum,1.013136684
laetus,1.013147375
admoueo,1.013148775
uinum,1.01315673
perseus,1.013160193
generosus,1.013172941
muliebris,1.013180152
alumnus,1.013193042
spolio,1.01319404
iuuenis,1.013218054
ausonia,1.013231738
helicon,1.013233522
cursus,1.013245576
spatium,1.013249712
uulnero,1.013253988
uitio,1.013260024
arabia,1.013264851
excito,1.013267397
profugio,1.013270677
hiemo,1.013279256
coma,1.013288447
gemitus,1.013292463
piger,1.013300575
latex,1.013306579
brundisium,1.013307914
pondo,1.013310818
repono,1.013312321
marcellus,1.013312665
clarus,1.013319273
pollex,1.013320956
papilla,1.013321181
permisceo,1.013324559
iulia,1.013333231
pierius,1.01333335
seueritas,1.013340178
agger,1.013344487
pereo,1.01335318
nefas,1.013357834
nescius,1.013372526
paulo,1.013384839
nudo,1.013386816
desino,1.013388898
lasciuus,1.013393721
epulae,1.013393814
ara,1.013397205
procurro,1.013398115
reuiso,1.013403819
uarietas,1.013405112
uirus,1.013405164
asellus,1.013410457
quies,1.013428379
abigo,1.013430228
cimbri,1.01343909
geticus,1.013441179
uesta,1.013441636
lusitania,1.013445537
diduco,1.013449717
cupidus,1.013452142
pulsus,1.013452601
laxo,1.013464246
iaculor,1.0134655
femina,1.013467509
excutio,1.013467821
cruor,1.013469472
cogo,1.013472111
conuiua,1.013474282
neapolis,1.013494231
cognatus,1.013501288
motus,1.013502804
adimo,1.013506151
egeo,1.013506417
cannensis,1.013506729
curuo,1.013513717
subito,1.013516933
demosthenes,1.013517039
attono,1.013524193
furtim,1.013527494
aesculapius,1.013529953
hortor,1.01353291
syllaba,1.013533642
obduco,1.013535643
iudaei,1.013537415
marcus,1.013543256
expers,1.013571272
italus,1.013585807
palus,1.013592555
timidus,1.013599513
immitis,1.013612026
proelium,1.01361453
perquam,1.013614649
quaero,1.013625518
papirius,1.013625531
agito,1.013645756
fons,1.013663804
succumbo,1.013664751
effero,1.013667393
fama,1.013668034
mors,1.01367069
cupressus,1.013688489
peruenio,1.013697993
europa,1.013699519
naris,1.013700695
ulixes,1.013704271
toga,1.013704627
liquor,1.013710629
uiolentus,1.013716842
atrides,1.013718109
intercipio,1.013723054
cynthia,1.0137274
capio,1.013730088
prosterno,1.013734392
augeo,1.013734641
tenax,1.013740921
nobilis,1.013745567
loco,1.013746066
segnis,1.013750916
edax,1.013752199
senium,1.01376315
infaustus,1.013766391
desum,1.01376699
augustus,1.01377827
equus,1.013779462
occido,1.013781071
cliuus,1.013800188
uersus,1.013805438
perdiccas,1.013805761
rumor,1.013806705
arceo,1.013807805
pelagus,1.013812072
caepio,1.013826928
nomen,1.013829558
splendeo,1.013831394
daps,1.013832234
prauus,1.013842545
percurro,1.013843498
opacus,1.013843613
bruma,1.013850362
sceptrum,1.013856267
largus,1.013859415
sordidus,1.013869446
scipio,1.013869873
serenus,1.013872858
tarentum,1.013879196
ambio,1.013888869
ignosco,1.013891447
nox,1.013900385
audax,1.013901991
gracilis,1.013907422
cadauer,1.013918748
inscius,1.013920772
hordeum,1.013922257
refero,1.013933289
uaco,1.013933681
ferox,1.013939571
obsideo,1.013945506
iter,1.013947631
atlanticus,1.013958651
totidem,1.013968959
xlui,1.013977891
uigilo,1.013978509
castor,1.013981582
parricus,1.013983531
mico,1.013985511
sepultura,1.014011715
exaestuo,1.014013579
addo,1.014013858
laeuinus,1.014020421
faueo,1.014021366
pudicus,1.01402508
domo,1.014026657
umbra,1.014031555
fletus,1.014034946
numantia,1.014050773
reuoluo,1.014052173
turma,1.014058444
delos,1.014063348
tabes,1.014064018
paruus,1.014070684
humanus,1.014075157
parens,1.014080151
contego,1.014083413
falsus,1.014089533
immotus,1.014090001
uarro,1.014094342
forma,1.014099485
saeuio,1.01410004
tyrrhenus,1.014100909
corpus,1.014103678
animaduerto,1.014129297
idaeus,1.014148364
perrumpo,1.014151226
taceo,1.014152877
tarquinii,1.014157446
ebur,1.014158647
certo,1.014161922
uetustus,1.014173412
pallor,1.01417743
dux,1.01417845
uolito,1.014181245
aeger,1.014181262
medeor,1.014186903
stimulus,1.01419092
coniux,1.014192292
mustum,1.014198507
comprimo,1.014202284
theophrastus,1.014203707
excidium,1.014214158
cunctor,1.014218635
trecenti,1.014218856
massilienses,1.014220394
mantua,1.01422165
tectum,1.014231603
stipo,1.014231703
modulor,1.014243549
debeo,1.014244583
gallia,1.014245213
existimo,1.014246272
gleba,1.014262362
incertus,1.014265731
caput,1.014268978
dignus,1.014273364
menander,1.014282059
debitor,1.014287738
lacrima,1.01428999
euoluo,1.014292405
praeceps,1.014306635
aspicio,1.014318835
aetnaeus,1.01433494
ianus,1.014336724
moneo,1.014337514
sedo,1.014338612
repentinus,1.014349005
babylonius,1.014349607
aequinoctium,1.014358209
achaicus,1.0143684
piget,1.014369825
impello,1.014377203
subitus,1.014384536
iura,1.014390086
castalius,1.01439224
infans,1.014398137
omen,1.014400569
postridie,1.014404266
inpello,1.014411708
palleo,1.014414341
spumo,1.014414449
admoneo,1.014427209
armenius,1.014435796
par,1.014436992
macedo,1.014443966
arista,1.014445129
ferax,1.014465461
nupta,1.014488997
uerus,1.014492864
nego,1.014495774
uigil,1.01449886
unguis,1.014500556
miserabilis,1.014502682
iugerum,1.014509096
sagitta,1.014511029
tigranes,1.014511405
adiungo,1.014512535
ruo,1.014517486
indoctus,1.014518554
maniplus,1.014519892
ultimus,1.014535603
assequor,1.01455083
pulso,1.014557611
rudis,1.014559073
uago,1.014563034
extinguo,1.014568729
ambiguus,1.014575392
discrimino,1.014576378
nota,1.014578819
languidus,1.014591184
munus,1.014613853
auunculus,1.014616316
diruo,1.014621604
exemplum,1.014626285
tyrannus,1.014626512
sedes,1.01462757
uolo,1.014633061
ferio,1.014639329
tumesco,1.014643413
eludo,1.014644446
pererro,1.014649
aethiops,1.01466069
usus,1.014668727
clipeo,1.014670149
ostendo,1.014676166
emineo,1.014680258
pabulum,1.014680838
memor,1.014682165
gallicus,1.014683034
ignobilis,1.014684208
iubar,1.014685896
desero,1.014690801
suspendo,1.014698824
cantus,1.014714037
armenii,1.014715616
plautus,1.014722964
periculosus,1.014730827
mos,1.014731251
plerusque,1.014742985
consido,1.014746346
uentosus,1.014749113
incumbo,1.014749922
findo,1.01475003
hispania,1.01475297
ueneror,1.014755213
repeto,1.014755309
euerto,1.014756711
iaculus,1.014760833
crepito,1.014764224
fido,1.01476494
uirgultum,1.014766848
ingratus,1.014776005
nomina,1.014780133
siccus,1.014781173
bis,1.014807565
xerxes,1.014816584
lupus,1.014821814
depono,1.01482936
fax,1.014830626
rusticus,1.014832412
media,1.014841702
triuia,1.014843687
hirsutus,1.014859965
tempus,1.014870541
iugulo,1.014876033
hermus,1.014878791
adiuuo,1.01488407
maereo,1.014892479
claro,1.014897008
massilia,1.014902201
subduco,1.014902942
gurges,1.014911739
pudicitia,1.014920924
occulo,1.014924133
corinthius,1.014927682
proueho,1.014942203
pareo,1.014947103
demo,1.014949045
colligo,1.014954178
nero,1.014954605
scytha,1.014958015
pugnax,1.014961714
tractus,1.014964776
immodicus,1.015026102
heu,1.015027385
galba,1.015030718
cassius,1.0150314
traicio,1.015040888
septingenti,1.015059606
pergamum,1.015065953
genetrix,1.01506798
detraho,1.015069201
arcadia,1.015072665
exsupero,1.015083785
auoco,1.01509996
congredior,1.015100939
persoluo,1.015104521
aestuo,1.015108027
desidia,1.015112742
lingua,1.01511416
pauidus,1.015118126
uenio,1.0151442
aduentus,1.015147601
folium,1.015156245
adsigno,1.015157848
exsul,1.015159245
maeotis,1.015163117
lego,1.015167827
accurro,1.015168522
neue,1.015181318
sollers,1.015181781
conuicium,1.01518596
uenabulum,1.015186407
ira,1.015194997
uitreus,1.015197528
mulciber,1.015198354
pollio,1.015199108
aetna,1.015205219
cultor,1.0152129
fraudo,1.015220652
pruina,1.015223271
assiduus,1.01522445
signo,1.015224644
requiro,1.01522573
ida,1.015228503
amictus,1.015239293
mummius,1.015240354
exanimo,1.015242986
uota,1.015246507
romuleus,1.015252935
contorqueo,1.015254353
aes,1.015255192
accendo,1.015262636
sono,1.015264908
ciuis,1.015265587
uentidius,1.015267366
pindarus,1.01527882
superbus,1.01528095
senus,1.015280999
apparatus,1.015289581
facilis,1.015295518
uilla,1.01529826
oliuum,1.015299453
titan,1.015313873
nauis,1.015314201
aetas,1.015330317
britannus,1.015333949
massyla,1.015334247
quinque,1.015336766
assum,1.015338523
nudus,1.015341553
mediocris,1.015343525
nutrio,1.015347484
uindico,1.015352395
acheron,1.015355114
piso,1.015356568
uescor,1.01535746
uetustas,1.015358645
auis,1.01535881
xluii,1.015364545
aureus,1.015364602
nusquam,1.015367396
laelius,1.015367689
uiuus,1.01537139
ago,1.015371762
sospes,1.015375043
uiuo,1.015378409
uenor,1.015382186
thessalicus,1.01538614
terentius,1.015386701
uanus,1.01538709
imago,1.015388376
saucius,1.01539119
insidiae,1.015395819
reparo,1.015398835
bipennis,1.015399069
fungor,1.015400242
transfero,1.015401738
erumpo,1.015403263
diana,1.01540418
pelasgus,1.015404594
siculus,1.015413382
fauus,1.015417724
cannae,1.01543204
depello,1.015433709
ueto,1.01543548
globus,1.015436292
propinquus,1.015444831
exigo,1.015455636
fugax,1.015456267
amplector,1.015456569
custos,1.01546492
orbita,1.015475253
murex,1.015490478
iurgium,1.015495571
anceps,1.015495928
mollio,1.015499187
aegyptius,1.015510256
admiratio,1.015512098
glomero,1.015513281
flammeum,1.015514594
cinna,1.01551842
nosco,1.015526746
metuo,1.015529368
effugio,1.015553097
solacium,1.015556631
karthaginienses,1.015557208
decus,1.015558511
summoueo,1.015561317
rhodope,1.015568875
caria,1.015572492
cornipes,1.015576994
reposco,1.015584373
displiceo,1.015588123
satelles,1.0155917
milesius,1.015593954
facile,1.015599177
anhelitus,1.015603551
stomachus,1.015604456
profundo,1.015612303
apulus,1.015613795
syracusae,1.015618391
prior,1.015621501
defero,1.015623324
troes,1.015630807
immitto,1.015641611
respicus,1.015651013
binus,1.015654882
locrenses,1.015658636
uallum,1.015669069
longe,1.015672453
pellex,1.015675761
fluo,1.015676045
argo,1.0156778
locuples,1.015678136
lac,1.015679813
rapina,1.015680002
damno,1.015688075
cocytus,1.015691076
casa,1.015693911
lubricus,1.015695226
floreo,1.015695578
apulia,1.015706339
auris,1.01571068
cremo,1.015719942
conuello,1.015721469
caligo,1.015722086
fastigium,1.01572323
coepio,1.015732192
flebilis,1.015735344
orbis,1.015739554
chorea,1.015742702
immensus,1.015745768
ancus,1.015753578
seruitus,1.015757627
niualis,1.015758868
uestalis,1.015770603
ptolomaeus,1.015772364
coeptum,1.015772858
laboro,1.015779715
atlas,1.01579021
deprendo,1.015796216
progredior,1.015796549
amoenus,1.015800053
pes,1.015800366
prodigus,1.015801729
procumbo,1.015802438
memorabilis,1.015805068
chius,1.015805353
aeacides,1.015808711
furibundus,1.015810288
uictor,1.015812943
augusta,1.015813285
tyrii,1.015819407
infit,1.015822414
albus,1.015830187
uerecundus,1.015838049
miletus,1.015843875
publius,1.01584473
iugulum,1.015846662
fertilis,1.015848427
sors,1.015849012
mordax,1.015850424
umbo,1.015852629
fames,1.015852667
ultor,1.015854453
getae,1.015856239
aptus,1.015864417
maeuius,1.015873605
commendo,1.015873654
ligus,1.015874468
maeonius,1.015876442
nequeo,1.015880517
far,1.015882688
celeber,1.015882857
moesia,1.015887488
uitalis,1.015888018
candeo,1.015888782
transeo,1.015891627
tranquillus,1.015892376
fossa,1.015921474
grauidus,1.015926532
sperno,1.01592834
fabula,1.015933893
