id,title,creator,date_avg,date_range_start,date_range_end,type,file
MQDQ-182,*carmen de ternarii numeri excellentia,Pseudo-Ambrose,550,500,600,poetry,lat_0368_MQDQ-182.txt
MQDQ-216,elegiarum appendix,Maximianus,550,500,600,poetry,lat_0550.0_MQDQ-216.txt
MQDQ-215,elegiae,Maximianus,550,500,600,poetry,lat_0550.0_MQDQ-215.txt
MQDQ-95,hymnus,Flauius Cabilonensis Episcopus,587,575,600,poetry,lat_0550.0_MQDQ-95.txt
MQDQ-475,sylloge cod. Elnonensis,sylloge cod. Elnonensis,590,580,600,poetry,lat_0550.0_MQDQ-475.txt
MQDQ-191,in Euangelia,Severus Malacitanus,576,550,602,poetry,lat_0550.0_MQDQ-191.txt
MQDQ-188,epitaphium,Marius Auenticentis Episcopus,599,594,604,poetry,lat_0594_MQDQ-188.txt
MQDQ-535,carminum appendix,Venantius Fortunatus,587,570,605,poetry,lat_0601_MQDQ-535.txt
MQDQ-536,spuriorum appendix,Venantius Fortunatus,587,570,605,poetry,lat_0601_MQDQ-536.txt
MQDQ-533,carminum libri 10,Venantius Fortunatus,597,590,605,poetry,lat_0601_MQDQ-533.txt
MQDQ-534,carminum libri 11,Venantius Fortunatus,597,590,605,poetry,lat_0601_MQDQ-534.txt
