id,title,creator,date,type,file
MQDQ-105,epigramma,Asinius Gallus,-7,poetry,lat_-007_MQDQ-105.txt
MQDQ-264,phaenomenon fragmenta,"Ovidius Naso, Publius",-3,poetry,lat_+0030_MQDQ-264.txt
IT-LAT0996,Res romanae,Cornelius Severus,-1,poetry,lat_-0037_IT-LAT0996.txt
MQDQ-99,carminis fragmentum,Albinouanus Pedo,-1,poetry,lat_-0049.0_MQDQ-99.txt
MQDQ-46,carminum fragmenta,Cornelius Seuerus,-1,poetry,lat_-0049.0_MQDQ-46.txt
MQDQ-248,ars,"Ovidius Naso, Publius",-1,poetry,lat_+0030_MQDQ-248.txt
IT-LAT0378,Epistula ad Gaium,"Augustus, Gaius Iulius Caesar Octavianus",1,prose,lat_001_IT-LAT0378.txt
MQDQ-247,medicamina faciei,"Ovidius Naso, Publius",1,poetry,lat_+0030_MQDQ-247.txt
MQDQ-249,remedia amoris,"Ovidius Naso, Publius",1,poetry,lat_+0030_MQDQ-249.txt
MQDQ-108,Aratea,Germanicus Caesar,4,poetry,lat_+0017_MQDQ-108.txt
MQDQ-109,Arateorum fragmenta,Germanicus Caesar,4,poetry,lat_+0017_MQDQ-109.txt
MQDQ-251,metamorphoses,"Ovidius Naso, Publius",6,poetry,lat_+0030_MQDQ-251.txt
MQDQ-253,tristia 1,"Ovidius Naso, Publius",10,poetry,lat_+0030_MQDQ-253.txt
MQDQ-254,tristia 2,"Ovidius Naso, Publius",10,poetry,lat_+0030_MQDQ-254.txt
MQDQ-255,tristia 3,"Ovidius Naso, Publius",10,poetry,lat_+0030_MQDQ-255.txt
MQDQ-256,tristia 4,"Ovidius Naso, Publius",10,poetry,lat_+0030_MQDQ-256.txt
MQDQ-257,tristia 5,"Ovidius Naso, Publius",10,poetry,lat_+0030_MQDQ-257.txt
MQDQ-262,Ibis,"Ovidius Naso, Publius",11,poetry,lat_+0030_MQDQ-262.txt
MQDQ-258,ex Ponto 1,"Ovidius Naso, Publius",13,poetry,lat_+0030_MQDQ-258.txt
MQDQ-259,ex Ponto 2,"Ovidius Naso, Publius",13,poetry,lat_+0030_MQDQ-259.txt
MQDQ-260,ex Ponto 3,"Ovidius Naso, Publius",13,poetry,lat_+0030_MQDQ-260.txt
IT-LAT0278,Res gestae,"Augustus, Gaius Iulius Caesar Octavianus",14,prose,lat_0013_IT-LAT0278.txt
MQDQ-261,ex Ponto 4,"Ovidius Naso, Publius",16,poetry,lat_+0030_MQDQ-261.txt
MQDQ-263,halieutica,"Ovidius Naso, Publius",17,poetry,lat_+0030_MQDQ-263.txt
MQDQ-104,carminis fragmentum,Gaetulicus,26,poetry,lat_0026_MQDQ-104.txt
IT-LAT0148,Historia Romana,"Velleius Paterculus, Caius",30,prose,lat_0029_IT-LAT0148.txt
IT-LAT0382,De medicina,"Celsus, Cornelius Aulus",30,prose,lat_0030_IT-LAT0382.txt
MQDQ-268,*argumenta Aeneidos,Pseudo-Ovid,30,poetry,lat_+0030_MQDQ-268.txt
MQDQ-266,*nux,"Ovidius Naso, Publius",30,poetry,lat_+0030_MQDQ-266.txt
IT-LAT0883,Factorum et dictorum memorabilium libri novem,Valerius Maximus,31,prose,lat_0030_IT-LAT0883.txt
MQDQ-436,*epigrammata,"Seneca, Lucius Annaeus",34,poetry,lat_+0034_MQDQ-436.txt
MQDQ-435,carminum fragmenta,"Seneca, Lucius Annaeus",34,poetry,lat_+0034_MQDQ-435.txt
MQDQ-425,Hercules furens,"Seneca, Lucius Annaeus",34,poetry,lat_+0034_MQDQ-425.txt
MQDQ-433,Hercules Oetaeus,"Seneca, Lucius Annaeus",34,poetry,lat_+0034_MQDQ-433.txt
MQDQ-428,Medea,"Seneca, Lucius Annaeus",34,poetry,lat_+0034_MQDQ-428.txt
MQDQ-437,*liber de moribus,"Seneca, Lucius Annaeus",34,poetry,lat_+0034_MQDQ-437.txt
MQDQ-434,*Octauia,"Seneca, Lucius Annaeus",34,poetry,lat_+0034_MQDQ-434.txt
MQDQ-430,Oedipus,"Seneca, Lucius Annaeus",34,poetry,lat_+0034_MQDQ-430.txt
MQDQ-429,Phaedra,"Seneca, Lucius Annaeus",34,poetry,lat_+0034_MQDQ-429.txt
MQDQ-427,Phoenissae,"Seneca, Lucius Annaeus",34,poetry,lat_+0034_MQDQ-427.txt
MQDQ-438,*proverbia,"Seneca, Lucius Annaeus",34,poetry,lat_+0034_MQDQ-438.txt
MQDQ-432,Thyestes,"Seneca, Lucius Annaeus",34,poetry,lat_+0034_MQDQ-432.txt
MQDQ-426,Troades,"Seneca, Lucius Annaeus",34,poetry,lat_+0034_MQDQ-426.txt
IT-LAT0083,Consolatio ad Marciam,"Seneca, Lucius Annaeus",40,prose,lat_0040_IT-LAT0083.txt
IT-LAT0116,Consolatio ad Helviam matrem,"Seneca, Lucius Annaeus",41,prose,lat_0041_IT-LAT0116.txt
IT-LAT0112,Consolatio ad Polybium,"Seneca, Lucius Annaeus",43,prose,lat_0043_IT-LAT0112.txt
MQDQ-341,praetextae fragmentum,Pomponius Secundus,44,poetry,lat_0044_MQDQ-341.txt
MQDQ-340,tragoediarum fragmenta,Pomponius Secundus,44,poetry,lat_0044_MQDQ-340.txt
MQDQ-291,choliambi,Persius,48,poetry,lat_0048_MQDQ-291.txt
MQDQ-292,saturae,Persius,48,poetry,lat_0048_MQDQ-292.txt
IT-LAT0045,De brevitate vitae,"Seneca, Lucius Annaeus",49,prose,lat_0049_IT-LAT0045.txt
IT-LAT0072,De constantia sapientis,"Seneca, Lucius Annaeus",49,prose,lat_0049_IT-LAT0072.txt
MQDQ-267,*consolatio ad Liuiam,Pseudo-Ovid,50,poetry,lat_+0030_MQDQ-267.txt
IT-LAT0284,Appendix Vergiliana,[Auctor incertus],50,poetry,lat_-0049_IT-LAT0284.txt
LC-10,Einsiedeln Eclogues,uncertain,50,poetry,lat_0050_LC-10.txt
IT-LAT0051,Fabulae,"Hyginus, Gaius Iulius",50,prose,lat_0050_IT-LAT0051.txt
IT-LAT0563,Silvae,"Statius, Publius Papinius",50,poetry,lat_0050_IT-LAT0563.txt
IT-LAT0588,Opuscula rerum rusticarum,"Frontinus, Sextus Iulius",50,prose,lat_0050_IT-LAT0588.txt
IT-LAT0588_1,Strategemata,"Frontinus, Sextus Iulius",50,prose,lat_0050_IT-LAT0588_1.txt
IT-LAT0239,De arboribus,"Columella, Lucius Iunius Moderatus",50,prose,lat_0050_IT-LAT0239.txt
IT-LAT0266,De chorographia,"Mela, Pomponius",50,prose,lat_0050_IT-LAT0266.txt
IT-LAT0325,Historiarum Alexandri Magni libri X,"Curtius Rufus, Quintus",50,prose,lat_0050_IT-LAT0325.txt
IT-LAT0355,De astronomia,"Hyginus, Gaius Iulius",50,prose,lat_0050_IT-LAT0355.txt
IT-LAT0425,Commentarii,"Pedianus, Asconius",50,prose,lat_0050_IT-LAT0425.txt
IT-LAT0563_1,Achilleida,"Statius, Publius Papinius",50,poetry,lat_0050_IT-LAT0563_1.txt
IT-LAT0588_2,De aquaeductu urbis Romae,"Frontinus, Sextus Iulius",50,prose,lat_0050_IT-LAT0588_2.txt
IT-LAT0632,De figuris sententiarum et elocutionis,"Lupus, Publius Rutilius",50,prose,lat_0050_IT-LAT0632.txt
MQDQ-385,carminis fragmentum,Arbonius Silo,50,poetry,lat_0050.0_MQDQ-385.txt
MQDQ-394,Amphitruo,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-394.txt
MQDQ-395,Asinaria,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-395.txt
MQDQ-396,Aulularia,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-396.txt
MQDQ-397,Captiui,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-397.txt
MQDQ-398,Casina,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-398.txt
MQDQ-399,Cistellaria,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-399.txt
MQDQ-400,Curculio,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-400.txt
MQDQ-401,Epidicus,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-401.txt
MQDQ-402,Menaechmi,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-402.txt
MQDQ-403,Mercator,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-403.txt
MQDQ-404,Miles gloriosus,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-404.txt
MQDQ-405,Mostellaria,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-405.txt
MQDQ-408,Pseudolus,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-408.txt
MQDQ-409,Rudens,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-409.txt
MQDQ-410,Stichus,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-410.txt
MQDQ-411,Trinummus,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-411.txt
MQDQ-412,Truculentus,argumenta Plautina,50,poetry,lat_0050.0_MQDQ-412.txt
MQDQ-155,carminis fragmentum,Attius Labeo,50,poetry,lat_0050.0_MQDQ-155.txt
MQDQ-620,uersus metrici,unknown,50,poetry,lat_0050.0_MQDQ-620.txt
MQDQ-632,eclogae,Calpurnius Siculus,50,poetry,lat_0050.0_MQDQ-632.txt
MQDQ-29,"de re rustica, liber X",unknown,50,poetry,lat_0050.0_MQDQ-29.txt
MQDQ-57,carminum fragmenta,unknown,50,poetry,lat_0050.0_MQDQ-57.txt
MQDQ-58,carminis fragmentum,unknown,50,poetry,lat_0050.0_MQDQ-58.txt
MQDQ-112,tragoediarum fragmenta,unknown,50,poetry,lat_0050.0_MQDQ-112.txt
MQDQ-113,cynegeticon,unknown,50,poetry,lat_0050.0_MQDQ-113.txt
MQDQ-163,laus Pisonis,laus Pisonis,50,poetry,lat_0050.0_MQDQ-163.txt
MQDQ-173,carminum fragmenta,Lucilius iunior,50,poetry,lat_0050.0_MQDQ-173.txt
MQDQ-178,"corpus Tibullianum 3, 1-6",unknown,50,poetry,lat_0050.0_MQDQ-178.txt
MQDQ-187,astronomica,unknown,50,poetry,lat_+0050.0_MQDQ-187.txt
MQDQ-213,fragmentum,unknown,50,poetry,lat_0050.0_MQDQ-213.txt
MQDQ-224,carminum fragmenta,unknown,50,poetry,lat_0050.0_MQDQ-224.txt
MQDQ-239,obtrectatores Vergilii,obtrectatores Vergilii,50,poetry,lat_0050.0_MQDQ-239.txt
MQDQ-269,carminis fragmentum,unknown,50,poetry,lat_+0050.0_MQDQ-269.txt
MQDQ-274,"corpus Tibullianum 3, 7",unknown,50,poetry,lat_0050.0_MQDQ-274.txt
MQDQ-303,"fabulae, appendix",Phaedrus,50,poetry,lat_0050.0_MQDQ-303.txt
MQDQ-298,fabulae 1,Phaedrus,50,poetry,lat_0050.0_MQDQ-298.txt
MQDQ-299,fabulae 2,Phaedrus,50,poetry,lat_0050.0_MQDQ-299.txt
MQDQ-300,fabulae 3,Phaedrus,50,poetry,lat_0050.0_MQDQ-300.txt
MQDQ-301,fabulae 4,Phaedrus,50,poetry,lat_0050.0_MQDQ-301.txt
MQDQ-302,fabulae 5,Phaedrus,50,poetry,lat_0050.0_MQDQ-302.txt
MQDQ-391,de bello Aegiptiaco,Rabirius,50,poetry,lat_0050.0_MQDQ-391.txt
MQDQ-392,carminum fragmenta,Rabirius,50,poetry,lat_0050.0_MQDQ-392.txt
MQDQ-421,tragoediae fragmentum,unknown,50,poetry,lat_0050.0_MQDQ-421.txt
MQDQ-461,in Augustum,uersus e Suetonio,50,poetry,lat_+0050.0_MQDQ-461.txt
MQDQ-460,in Caesarem,uersus e Suetonio,50,poetry,lat_+0050.0_MQDQ-460.txt
MQDQ-463,in Caligulam,uersus e Suetonio,50,poetry,lat_+0050.0_MQDQ-463.txt
MQDQ-464,in Neronem,uersus e Suetonio,50,poetry,lat_+0050.0_MQDQ-464.txt
MQDQ-462,in Tiberium et Germanicum,uersus e Suetonio,50,poetry,lat_+0050.0_MQDQ-462.txt
MQDQ-473,carminis fragmentum,Sulpicia,50,poetry,lat_0050.0_MQDQ-473.txt
MQDQ-506,saturarum fragmenta,unknown,50,poetry,lat_0050.0_MQDQ-506.txt
MQDQ-508,carminum fragmenta,Vagellius,50,poetry,lat_0050.0_MQDQ-508.txt
MQDQ-510,Argonautica,unknown,50,poetry,lat_0050.0_MQDQ-510.txt
MQDQ-171,carminum fragmenta,Lucanus,52,poetry,lat_0052_MQDQ-171.txt
MQDQ-170,Pharsalia,Lucanus,52,poetry,lat_0052_MQDQ-170.txt
MQDQ-235,carminum fragmenta,unknown,52,poetry,lat_0052_MQDQ-235.txt
IT-LAT0228,Apocolocyntosis Divi Claudii,"Seneca, Lucius Annaeus",54,prose,lat_0054_IT-LAT0228.txt
IT-LAT0079,De vita beata,"Seneca, Lucius Annaeus",58,prose,lat_0058_IT-LAT0079.txt
IT-LAT0071,De tranquillitate animi,"Seneca, Lucius Annaeus",62,prose,lat_0062_IT-LAT0071.txt
IT-LAT0078,De otio,"Seneca, Lucius Annaeus",62,prose,lat_0062_IT-LAT0078.txt
IT-LAT0230,Epistulae morales ad Lucilium,"Seneca, Lucius Annaeus",62,prose,lat_0062_IT-LAT0230.txt
IT-LAT0073,De providentia,"Seneca, Lucius Annaeus",63,prose,lat_0063_IT-LAT0073.txt
IT-LAT0109,Agamemnon,"Seneca, Lucius Annaeus",65,poetry,lat_0065_IT-LAT0109.txt
IT-LAT0237,Ilias,[Auctor incertus],65,poetry,lat_0065_IT-LAT0237.txt
MQDQ-296,bellum ciuile,Petronius,66,poetry,lat_0066_MQDQ-296.txt
MQDQ-297,fragmenta,Petronius,66,poetry,lat_0066_MQDQ-297.txt
MQDQ-295,satyricon,Petronius,66,poetry,lat_0066_MQDQ-295.txt
IT-LAT0934,Declamationes maiores,"Quintilianus, Marcus Fabius",67,prose,lat_0067_IT-LAT0934.txt
MQDQ-446,Punica,unknown,68,poetry,lat_0068_MQDQ-446.txt
MQDQ-449,*argumenta Thebaidos,"Statius, Publius Papinius",70,poetry,lat_0070_MQDQ-449.txt
MQDQ-450,belli Germanici fragmentum,"Statius, Publius Papinius",70,poetry,lat_0070_MQDQ-450.txt
MQDQ-452,siluae 1,"Statius, Publius Papinius",70,poetry,lat_0070_MQDQ-452.txt
MQDQ-453,siluae 2,"Statius, Publius Papinius",70,poetry,lat_0070_MQDQ-453.txt
MQDQ-454,siluae 3,"Statius, Publius Papinius",70,poetry,lat_0070_MQDQ-454.txt
MQDQ-455,siluae 4,"Statius, Publius Papinius",70,poetry,lat_0070_MQDQ-455.txt
MQDQ-456,siluae 5,"Statius, Publius Papinius",70,poetry,lat_0070_MQDQ-456.txt
MQDQ-448,Thebais,"Statius, Publius Papinius",70,poetry,lat_0070_MQDQ-448.txt
MQDQ-195,epigrammata 1,Martialis,71,poetry,lat_0071_MQDQ-195.txt
MQDQ-196,epigrammata 2,Martialis,71,poetry,lat_0071_MQDQ-196.txt
MQDQ-197,epigrammata 3,Martialis,71,poetry,lat_0071_MQDQ-197.txt
MQDQ-198,epigrammata 4,Martialis,71,poetry,lat_0071_MQDQ-198.txt
MQDQ-199,epigrammata 5,Martialis,71,poetry,lat_0071_MQDQ-199.txt
MQDQ-200,epigrammata 6,Martialis,71,poetry,lat_0071_MQDQ-200.txt
MQDQ-201,epigrammata 7,Martialis,71,poetry,lat_0071_MQDQ-201.txt
MQDQ-202,epigrammata 8,Martialis,71,poetry,lat_0071_MQDQ-202.txt
MQDQ-203,epigrammata 9,Martialis,71,poetry,lat_0071_MQDQ-203.txt
MQDQ-204,epigrammata 10,Martialis,71,poetry,lat_0071_MQDQ-204.txt
MQDQ-205,epigrammata 11,Martialis,71,poetry,lat_0071_MQDQ-205.txt
MQDQ-206,epigrammata 12,Martialis,71,poetry,lat_0071_MQDQ-206.txt
MQDQ-207,epigrammata 13,Martialis,71,poetry,lat_0071_MQDQ-207.txt
MQDQ-208,epigrammata 14,Martialis,71,poetry,lat_0071_MQDQ-208.txt
MQDQ-194,de spectaculis,Martialis,71,poetry,lat_0071_MQDQ-194.txt
MQDQ-330,carmina epistulis inserta,unknown,86,poetry,lat_0086_MQDQ-330.txt
IT-LAT0332,Institutio oratoria,"Quintilianus, Marcus Fabius",91,prose,lat_0091_IT-LAT0332.txt
MQDQ-150,saturae,unknown,95,poetry,lat_0095_MQDQ-150.txt
MQDQ-554,epigramma,unknown,97,poetry,lat_0097_MQDQ-554.txt
IT-LAT0111,Panegyricus Traiano,"Plinius Gaius, Cecilius Secundus",100,prose,lat_0100_IT-LAT0111.txt
IT-LAT0339,De condicionibus agrorum,"Flaccus, Siculus",100,prose,lat_0100_IT-LAT0339.txt
IT-LAT0340,De divisis et assignatis,"Flaccus, Siculus",100,prose,lat_0100_IT-LAT0340.txt
IT-LAT0341,De quaestoriis agris,"Flaccus, Siculus",100,prose,lat_0100_IT-LAT0341.txt
IT-LAT0342,Expositio et ratio omnium formarum,Balbus,100,prose,lat_0100_IT-LAT0342.txt
IT-LAT0345,De limitibus,Hyginus: Gromaticus,100,prose,lat_0100_IT-LAT0345.txt
IT-LAT0346,De generibus controversiarum,Hyginus: Gromaticus,100,prose,lat_0100_IT-LAT0346.txt
IT-LAT0347,De munitionibus castrorum,Hyginus: Gromaticus,100,prose,lat_0100_IT-LAT0347.txt
IT-LAT0348,Constitutio,Hyginus: Gromaticus,100,prose,lat_0100_IT-LAT0348.txt
IT-LAT0349,De condicionibus agrorum,Hyginus: Gromaticus,100,prose,lat_0100_IT-LAT0349.txt
IT-LAT0784,Declamationes,Calpurnius Flaccus,100,prose,lat_0100_IT-LAT0784.txt
MQDQ-152,carminum fragmenta,unknown,100,poetry,lat_0100.0_MQDQ-152.txt
MQDQ-556,carmen,unknown,100,poetry,lat_0100.0_MQDQ-556.txt
MQDQ-96,carmina (anth. Riese),Florus,100,poetry,lat_0100.0_MQDQ-96.txt
MQDQ-439,carminum fragmenta,unknown,100,poetry,lat_0100.0_MQDQ-439.txt
MQDQ-115,carminum fragmenta,unknown,107,poetry,lat_0107_MQDQ-115.txt
IT-LAT0120,De grammaticis et rhetoribus,"Svetonius Tranquillus, Caius",113,prose,lat_0113_IT-LAT0120.txt
IT-LAT0720,De poetis,"Svetonius Tranquillus, Caius",113,prose,lat_0113_IT-LAT0720.txt
IT-LAT0534,Opera omnia,"Tacitus, Publius (Gaius) Cornelius",116,prose,lat_0116_IT-LAT0534.txt
IT-LAT0534_1,De origine et situ Germanorum,"Tacitus, Publius (Gaius) Cornelius",116,prose,lat_0116_IT-LAT0534_1.txt
IT-LAT0534_2,De vita Iulii Agricolae,"Tacitus, Publius (Gaius) Cornelius",116,prose,lat_0116_IT-LAT0534_2.txt
IT-LAT0534_3,Dialogus de oratoribus,"Tacitus, Publius (Gaius) Cornelius",116,prose,lat_0116_IT-LAT0534_3.txt
IT-LAT0534_4,Historiae,"Tacitus, Publius (Gaius) Cornelius",116,prose,lat_0116_IT-LAT0534_4.txt
IT-LAT0054,Vitae Caesarum,"Svetonius Tranquillus, Caius",121,prose,lat_0121_IT-LAT0054.txt
MQDQ-336,*fragmentum poeticum flor. c. 7 insertum,"Apuleius, Lucius",147,poetry,lat_0147_MQDQ-336.txt
MQDQ-335,carminum fragmenta,"Apuleius, Lucius",147,poetry,lat_0147_MQDQ-335.txt
IT-LAT0267,Octavius,"Minucius Felix, Marcus",150,prose,lat_0150_IT-LAT0267.txt
IT-LAT0360,Noctes Atticae,"Gellius, Aulus",150,prose,lat_0150_IT-LAT0360.txt
IT-LAT0406,De nugis philosophorum,"Balbus, [Pseudo-] Caecilius",150,prose,lat_0150_IT-LAT0406.txt
IT-LAT0407,Quaestiones,"Caecilius Africanus, Sextus",150,prose,lat_0150_IT-LAT0407.txt
IT-LAT0916,De verbis dubiis,"Caper, Flavius",150,prose,lat_0150_IT-LAT0916.txt
MQDQ-223,carminum fragmenta,unknown,150,poetry,lat_0150.0_MQDQ-223.txt
MQDQ-490,"*de orthographia, uersus inserti",unknown,150,poetry,lat_0150.0_MQDQ-490.txt
MQDQ-240,incerti odarium,incerti odarium,150,poetry,lat_0150.0_MQDQ-240.txt
MQDQ-293,peruigilium Veneris,[Auctor incertus],150,poetry,lat_0150.0_MQDQ-293.txt
